Date,Open,High,Low,Close,Adj Close,Volume
2003-01-02,1990.43994140625,2011.969970703125,1989.75,2007.530029296875,2007.530029296875,0
2003-01-03,2022.6199951171875,2046.510009765625,2022.6199951171875,2039.5999755859375,2039.5999755859375,0
2003-01-06,2037.4599609375,2052.81005859375,2033.68994140625,2047.6400146484375,2047.6400146484375,0
2003-01-07,2055.0400390625,2068.02001953125,2050.52001953125,2064.27001953125,2064.27001953125,0
2003-01-08,2067.8798828125,2093.530029296875,2063.6201171875,2088.429931640625,2088.429931640625,0
2003-01-09,2085.419921875,2130.52001953125,2082.06005859375,2125.409912109375,2125.409912109375,0
2003-01-10,2138.239990234375,2156.570068359375,2127.580078125,2149.39990234375,2149.39990234375,0
2003-01-13,2164.8701171875,2192.340087890625,2162.4599609375,2184.25,2184.25,0
2003-01-14,2190.429931640625,2192.77001953125,2166.68994140625,2169.389892578125,2169.389892578125,0
2003-01-15,2172.639892578125,2172.639892578125,2132.969970703125,2142.330078125,2142.330078125,0
2003-01-16,2141.510009765625,2144.97998046875,2124.27001953125,2144.889892578125,2144.889892578125,0
2003-01-17,2139.31005859375,2146.530029296875,2121.89990234375,2127.340087890625,2127.340087890625,0
2003-01-20,2122.949951171875,2131.39990234375,2112.969970703125,2127.389892578125,2127.389892578125,0
2003-01-21,2137.5400390625,2170.760009765625,2137.5400390625,2160.7099609375,2160.7099609375,0
2003-01-22,2163.919921875,2167.2099609375,2147.4599609375,2155.47998046875,2155.47998046875,0
2003-01-23,2153.1201171875,2156.43994140625,2134.580078125,2137.5,2137.5,0
2003-01-24,2152.06005859375,2156.2900390625,2130.75,2135.300048828125,2135.300048828125,0
2003-01-27,2136.340087890625,2136.639892578125,2110.64990234375,2121.510009765625,2121.510009765625,0
2003-01-28,2112.550048828125,2129.22998046875,2104.909912109375,2127.64990234375,2127.64990234375,0
2003-01-29,2126.93994140625,2151.97998046875,2114.800048828125,2148.85009765625,2148.85009765625,0
2003-01-30,2151.610107421875,2168.570068359375,2142.93994140625,2161.610107421875,2161.610107421875,0
2003-02-04,2176.18994140625,2199.219970703125,2171.2900390625,2194.10009765625,2194.10009765625,0
2003-02-05,2203.530029296875,2258.43994140625,2203.280029296875,2252.52001953125,2252.52001953125,0
2003-02-06,2260.760009765625,2261.739990234375,2237.97998046875,2254.489990234375,2254.489990234375,0
2003-02-07,2257.1201171875,2257.489990234375,2223.780029296875,2242.2900390625,2242.2900390625,0
2003-02-10,2247.699951171875,2250.139892578125,2194.68994140625,2208.81005859375,2208.81005859375,0
2003-02-11,2207.419921875,2215.18994140625,2180.81005859375,2196.489990234375,2196.489990234375,0
2003-02-12,2206.699951171875,2255.050048828125,2201.18994140625,2242.0,2242.0,0
2003-02-13,2250.0,2255.639892578125,2210.080078125,2216.2099609375,2216.2099609375,0
2003-02-14,2223.3701171875,2225.419921875,2178.010009765625,2180.72998046875,2180.72998046875,0
2003-02-17,2188.06005859375,2198.219970703125,2166.3701171875,2180.64990234375,2180.64990234375,0
2003-02-18,2182.449951171875,2200.409912109375,2182.449951171875,2193.1201171875,2193.1201171875,0
2003-02-19,2199.679931640625,2204.0400390625,2173.719970703125,2193.090087890625,2193.090087890625,0
2003-02-20,2198.340087890625,2212.47998046875,2189.9599609375,2204.330078125,2204.330078125,0
2003-02-21,2207.860107421875,2214.1298828125,2178.909912109375,2184.719970703125,2184.719970703125,0
2003-02-24,2191.840087890625,2204.489990234375,2175.639892578125,2187.8798828125,2187.8798828125,0
2003-02-25,2186.580078125,2211.25,2165.6298828125,2205.080078125,2205.080078125,0
2003-02-26,2206.3798828125,2210.780029296875,2190.300048828125,2192.830078125,2192.830078125,0
2003-02-27,2203.469970703125,2203.469970703125,2180.81005859375,2185.919921875,2185.919921875,0
2003-02-28,2199.27001953125,2207.080078125,2190.919921875,2197.429931640625,2197.429931640625,0
2003-03-03,2200.5,2212.31005859375,2198.860107421875,2211.010009765625,2211.010009765625,0
2003-03-04,2204.760009765625,2208.050048828125,2170.699951171875,2181.27001953125,2181.27001953125,0
2003-03-05,2173.989990234375,2173.989990234375,2134.449951171875,2140.169921875,2140.169921875,0
2003-03-06,2137.360107421875,2137.360107421875,2069.72998046875,2084.530029296875,2084.530029296875,0
2003-03-07,2077.429931640625,2079.719970703125,2039.1500244140625,2069.68994140625,2069.68994140625,0
